;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"83";"71";"55";"56";"65";"82";"105";"76";"210";"261";"444";"441";"441";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"40";"108";"66";"68";"58";"61";"71";"47";"112";"381";"913";"1.010";"1.106";
;;"    Ohne ärztliche Tätigkeit";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"4.314";"8.777";"9.187";"9.395";"9.891";"10.335";"10.459";"10.897";"13.231";"14.764";"16.414";"16.814";"17.325";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"569";"1.330";"1.112";"1.120";"1.194";"1.127";"996";"999";"1.243";"1.200";"1.525";"1.592";"1.613";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"523";"696";"749";"848";"977";"1.086";"1.066";"1.147";"1.125";"942";"1.059";"1.028";"1.125";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"360";"945";"957";"1.009";"1.117";"1.180";"1.210";"1.286";"1.701";"1.602";"1.497";"1.500";"1.520";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"520";"583";"732";"753";"787";"845";"866";"904";"1.027";"1.161";"1.295";"1.357";"1.366";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"475";"477";"532";"594";"706";"871";"1.017";"1.197";"1.747";"1.293";"1.415";"1.261";"1.184";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.867";"4.746";"5.105";"5.071";"5.110";"5.226";"5.304";"5.364";"6.388";"8.566";"9.623";"10.076";"10.517";
;"    Bayern";" Tätigkeitsbereiche insgesamt";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"28.710";"46.697";"53.136";"54.568";"55.959";"57.115";"58.299";"59.423";"65.795";"72.462";"79.291";"81.224";"82.714";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"6.773";"11.057";"11.804";"11.537";"11.342";"10.859";"10.437";"10.096";"8.192";"10.767";"12.546";"13.122";"13.321";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"5.107";"7.169";"8.232";"8.613";"9.019";"9.431";"9.584";"9.444";"7.812";"7.213";"7.949";"8.068";"8.329";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"4.822";"12.479";"14.068";"14.744";"15.078";"15.375";"15.759";"16.207";"18.833";"18.721";"15.819";"15.676";"15.592";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"5.053";"6.591";"9.487";"9.895";"10.524";"11.109";"11.664";"12.154";"14.839";"16.269";"18.326";"18.606";"18.799";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.794";"1.945";"2.139";"2.429";"2.721";"3.135";"3.657";"4.263";"6.454";"7.304";"8.804";"8.846";"8.919";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"4.161";"7.456";"7.406";"7.350";"7.275";"7.206";"7.198";"7.259";"9.665";"12.188";"15.847";"16.906";"17.754";
;;"    Mit ärztlicher Tätigkeit";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"23.894";"37.467";"43.041";"44.047";"44.715";"45.433";"46.568";"47.265";"49.598";"54.310";"60.883";"62.088";"63.014";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"6.367";"9.898";"10.585";"10.225";"9.882";"9.429";"9.186";"8.918";"6.798";"9.211";"11.058";"11.471";"11.533";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"4.701";"6.540";"7.365";"7.686";"7.868";"8.137";"8.466";"8.219";"6.332";"5.979";"6.956";"6.984";"7.184";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"4.512";"11.794";"13.207";"13.743";"13.907";"14.115";"14.523";"14.864";"16.472";"16.467";"14.586";"14.415";"14.338";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"4.523";"6.085";"8.794";"9.140";"9.672";"10.196";"10.689";"11.159";"13.474";"14.656";"16.950";"17.240";"17.475";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.188";"1.355";"1.531";"1.746";"1.958";"2.212";"2.554";"3.004";"4.886";"5.535";"7.091";"7.221";"7.325";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.603";"1.795";"1.559";"1.507";"1.428";"1.344";"1.150";"1.101";"1.636";"2.462";"4.242";"4.757";"5.159";
;;"       Ambulant";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"11.010";"16.171";"19.489";"19.866";"20.304";"20.800";"21.184";"21.519";"23.117";"24.478";"26.183";"26.564";"27.055";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"696";"1.092";"1.380";"1.210";"1.150";"1.055";"958";"901";"418";"545";"736";"815";"920";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.113";"2.326";"2.669";"2.652";"2.679";"2.757";"2.772";"2.617";"1.505";"1.443";"1.531";"1.559";"1.688";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.512";"6.910";"7.831";"8.025";"8.025";"8.106";"8.149";"8.133";"8.152";"8.018";"6.548";"6.370";"6.229";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.702";"3.681";"5.528";"5.840";"6.258";"6.629";"7.001";"7.310";"8.624";"8.899";"9.721";"9.819";"9.933";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.597";"808";"936";"1.046";"1.161";"1.316";"1.548";"1.829";"3.273";"3.833";"4.577";"4.582";"4.566";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.390";"1.354";"1.145";"1.093";"1.031";"937";"756";"729";"1.145";"1.740";"3.070";"3.419";"3.719";
;;"          Niedergelassen";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"11.010";"15.216";"18.100";"18.411";"18.779";"19.295";"19.640";"19.879";"21.283";"21.438";"20.813";"20.676";"20.486";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"696";"500";"546";"458";"412";"380";"337";"290";"61";"81";"58";"68";"68";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.113";"2.105";"2.348";"2.260";"2.252";"2.306";"2.284";"2.092";"996";"790";"533";"526";"523";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.512";"6.798";"7.656";"7.797";"7.754";"7.809";"7.812";"7.739";"7.400";"6.798";"4.610";"4.285";"4.009";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.702";"3.654";"5.479";"5.772";"6.185";"6.565";"6.921";"7.221";"8.466";"8.485";"8.693";"8.656";"8.590";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.597";"807";"928";"1.034";"1.149";"1.300";"1.533";"1.811";"3.233";"3.687";"4.244";"4.213";"4.150";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.390";"1.352";"1.143";"1.090";"1.027";"935";"753";"726";"1.127";"1.597";"2.675";"2.928";"3.146";
;;"          Angestellt";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"955";"1.389";"1.455";"1.525";"1.505";"1.544";"1.640";"1.834";"3.040";"5.370";"5.888";"6.569";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"592";"834";"752";"738";"675";"621";"611";"357";"464";"678";"747";"852";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"221";"321";"392";"427";"451";"488";"525";"509";"653";"998";"1.033";"1.165";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"112";"175";"228";"271";"297";"337";"394";"752";"1.220";"1.938";"2.085";"2.220";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"27";"49";"68";"73";"64";"80";"89";"158";"414";"1.028";"1.163";"1.343";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"1";"8";"12";"12";"16";"15";"18";"40";"146";"333";"369";"416";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"2";"2";"3";"4";"2";"3";"3";"18";"143";"395";"491";"573";
;;"       Stationär";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"11.202";"17.202";"19.376";"19.880";"20.016";"20.219";"20.749";"20.990";"21.789";"24.944";"29.374";"30.104";"30.522";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"5.306";"7.931";"8.608";"8.477";"8.198";"7.900";"7.784";"7.564";"6.113";"8.378";"10.070";"10.408";"10.372";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.458";"3.455";"4.017";"4.269";"4.423";"4.611";"4.862";"4.787";"4.323";"4.182";"5.101";"5.114";"5.188";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.756";"3.693";"4.017";"4.346";"4.472";"4.592";"4.824";"5.115";"6.647";"6.935";"6.853";"6.914";"7.004";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.244";"1.704";"2.307";"2.315";"2.394";"2.516";"2.606";"2.724";"3.510";"4.205";"5.448";"5.605";"5.731";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"330";"360";"382";"426";"488";"566";"646";"774";"1.096";"1.148";"1.673";"1.773";"1.886";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"108";"59";"45";"47";"41";"34";"27";"26";"100";"96";"229";"290";"341";
;;"       In Behörden/Körperschaften u. a.";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.285";"1.423";"1.372";"1.505";"1.493";"1.447";"1.443";"1.415";"1.374";"1.280";"1.246";"1.280";"1.280";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"338";"195";"107";"188";"187";"163";"140";"126";"95";"123";"101";"104";"99";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"89";"251";"201";"237";"220";"200";"210";"185";"105";"86";"104";"111";"116";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"167";"496";"538";"538";"544";"513";"526";"519";"460";"348";"270";"274";"290";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"434";"359";"434";"429";"424";"436";"444";"458";"532";"544";"510";"524";"498";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"202";"91";"73";"96";"100";"116";"108";"116";"165";"168";"249";"237";"244";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"55";"31";"19";"17";"18";"19";"15";"11";"17";"11";"12";"30";"33";
;;"       In sonstigen Bereichen";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"397";"2.671";"2.804";"2.796";"2.902";"2.967";"3.192";"3.341";"3.318";"3.608";"4.080";"4.140";"4.157";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"27";"680";"490";"350";"347";"311";"304";"327";"172";"165";"151";"144";"142";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"41";"508";"478";"528";"546";"569";"622";"630";"399";"268";"220";"200";"192";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"77";"695";"821";"834";"866";"904";"1.024";"1.097";"1.213";"1.166";"915";"857";"815";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"143";"341";"525";"556";"596";"615";"638";"667";"808";"1.008";"1.271";"1.292";"1.313";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"59";"96";"140";"178";"209";"214";"252";"285";"352";"386";"592";"629";"629";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"50";"351";"350";"350";"338";"354";"352";"335";"374";"615";"931";"1.018";"1.066";
;;"    Ohne ärztliche Tätigkeit";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"4.816";"9.230";"10.095";"10.521";"11.244";"11.682";"11.731";"12.158";"16.197";"18.152";"18.408";"19.136";"19.700";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"406";"1.159";"1.219";"1.312";"1.460";"1.430";"1.251";"1.178";"1.394";"1.556";"1.488";"1.651";"1.788";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"406";"629";"867";"927";"1.151";"1.294";"1.118";"1.225";"1.480";"1.234";"993";"1.084";"1.145";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"310";"685";"861";"1.001";"1.171";"1.260";"1.236";"1.343";"2.361";"2.254";"1.233";"1.261";"1.254";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"530";"506";"693";"755";"852";"913";"975";"995";"1.365";"1.613";"1.376";"1.366";"1.324";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"606";"590";"608";"683";"763";"923";"1.103";"1.259";"1.568";"1.769";"1.713";"1.625";"1.594";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.558";"5.661";"5.847";"5.843";"5.847";"5.862";"6.048";"6.158";"8.029";"9.726";"11.605";"12.149";"12.595";
;"    Berlin, bis 1990 nur Berlin-West";" Tätigkeitsbereiche insgesamt";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"8.577";"20.371";"22.057";"22.530";"23.230";"23.482";"23.623";"23.958";"25.274";"27.705";"30.543";"31.276";"32.006";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.261";"5.021";"5.119";"4.952";"4.993";"4.822";"4.365";"4.239";"3.697";"4.069";"4.582";"4.851";"4.956";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.737";"2.868";"2.982";"3.207";"3.441";"3.544";"3.681";"3.733";"3.073";"2.954";"3.209";"3.199";"3.373";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.610";"5.504";"5.224";"5.400";"5.549";"5.585";"5.635";"5.513";"6.280";"6.580";"6.040";"6.084";"6.028";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.376";"4.081";"5.195";"5.170";"5.207";"5.216";"5.267";"5.324";"4.939";"5.304";"6.167";"6.297";"6.481";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"641";"957";"1.390";"1.541";"1.516";"1.731";"2.170";"2.471";"3.288";"2.323";"2.477";"2.427";"2.445";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"952";"1.940";"2.147";"2.260";"2.524";"2.584";"2.505";"2.678";"3.997";"6.475";"8.068";"8.418";"8.723";
;;"    Mit ärztlicher Tätigkeit";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"7.673";"15.946";"16.833";"17.020";"17.167";"17.344";"17.441";"17.481";"16.964";"18.184";"21.538";"22.073";"22.529";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.245";"4.027";"3.971";"3.776";"3.650";"3.551";"3.299";"3.191";"2.542";"2.887";"3.744";"3.931";"4.059";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.692";"2.406";"2.464";"2.631";"2.740";"2.832";"2.964";"2.976";"2.337";"2.271";"2.637";"2.656";"2.792";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.527";"4.938";"4.576";"4.741";"4.826";"4.849";"4.878";"4.763";"5.316";"5.664";"5.377";"5.418";"5.404";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.235";"3.626";"4.651";"4.618";"4.614";"4.620";"4.651";"4.701";"4.274";"4.679";"5.624";"5.745";"5.901";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"547";"572";"838";"934";"961";"1.095";"1.374";"1.567";"2.157";"1.743";"1.998";"1.995";"2.030";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"427";"377";"333";"320";"376";"397";"275";"283";"338";"940";"2.158";"2.328";"2.343";
;;"       Ambulant";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.355";"5.638";"6.489";"6.465";"6.674";"6.786";"6.917";"7.015";"7.235";"7.443";"8.472";"8.608";"8.745";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"67";"443";"378";"336";"340";"319";"282";"276";"154";"124";"227";"245";"280";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"386";"586";"741";"771";"801";"819";"828";"803";"528";"383";"392";"408";"497";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"643";"2.166";"2.245";"2.315";"2.371";"2.392";"2.421";"2.350";"2.565";"2.547";"2.136";"2.088";"2.031";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"569";"1.875";"2.445";"2.347";"2.412";"2.420";"2.481";"2.536";"2.469";"2.703";"3.121";"3.187";"3.257";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"311";"278";"435";"453";"470";"552";"708";"847";"1.260";"1.045";"1.208";"1.178";"1.179";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"379";"290";"245";"243";"280";"284";"197";"203";"259";"641";"1.388";"1.502";"1.501";
;;"          Niedergelassen";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.355";"5.505";"6.143";"6.141";"6.327";"6.390";"6.471";"6.505";"6.811";"5.952";"6.303";"6.265";"6.147";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"67";"367";"174";"139";"143";"116";"83";"70";"34";"1";"3";"3";"5";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"386";"554";"685";"704";"720";"701";"675";"623";"401";"155";"80";"68";"77";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"643";"2.147";"2.199";"2.271";"2.321";"2.335";"2.348";"2.249";"2.420";"1.887";"1.364";"1.242";"1.143";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"569";"1.870";"2.421";"2.335";"2.398";"2.407";"2.466";"2.520";"2.444";"2.404";"2.636";"2.678";"2.660";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"311";"277";"424";"450";"466";"549";"705";"843";"1.254";"955";"1.058";"1.025";"1.028";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"379";"290";"240";"242";"279";"282";"194";"200";"258";"550";"1.162";"1.249";"1.234";
;;"          Angestellt";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"133";"346";"324";"347";"396";"446";"510";"424";"1.491";"2.169";"2.343";"2.598";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"76";"204";"197";"197";"203";"199";"206";"120";"123";"224";"242";"275";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"32";"56";"67";"81";"118";"153";"180";"127";"228";"312";"340";"420";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"19";"46";"44";"50";"57";"73";"101";"145";"660";"772";"846";"888";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"5";"24";"12";"14";"13";"15";"16";"25";"299";"485";"509";"597";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"1";"11";"3";"4";"3";"3";"4";"6";"90";"150";"153";"151";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"";"5";"1";"1";"2";"3";"3";"1";"91";"226";"253";"267";
;;"       Stationär";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"4.859";"8.411";"8.387";"8.561";"8.582";"8.548";"8.601";"8.510";"7.678";"8.180";"9.949";"10.250";"10.555";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.134";"3.302";"3.449";"3.303";"3.191";"3.036";"2.911";"2.806";"2.269";"2.601";"3.333";"3.474";"3.547";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.219";"1.558";"1.498";"1.644";"1.729";"1.794";"1.915";"1.925";"1.587";"1.660";"2.024";"2.038";"2.096";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"785";"2.105";"1.737";"1.827";"1.887";"1.891";"1.909";"1.876";"2.084";"2.251";"2.496";"2.586";"2.668";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"486";"1.217";"1.410";"1.454";"1.425";"1.444";"1.419";"1.424";"1.158";"1.193";"1.467";"1.517";"1.590";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"189";"192";"264";"304";"301";"327";"415";"449";"549";"385";"458";"470";"485";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"46";"37";"29";"29";"49";"56";"32";"30";"31";"90";"171";"165";"169";
